ID;Name;Tag;total_pop;aristocrats_pc;aristocrats_bd;capitalists_pc;capitalists_bd;bureaucrats_pc;bureaucrats_bd;officers_pc;officers_bd;soldiers_pc;soldiers_bd;clergymen_pc;clergymen_bd;artisans_pc;artisans_bd;clerks_pc;clerks_bd;craftsmen_pc;craftsmen_bd;slaves_pc;slaves_bd;farmers_labourers_pc;farmers_labourers_bd;comment
380;Black Hole Sun VI;AGN;26150;1.67;100 argon;;;0.89;100 argon;0.129;100 argon;1.55;100 argon;1.45;100 argon;14.58;100 argon;;;;;;;rest;100 argon;
381;Black Hole Sun VII;AGN;32200;0.53;100 argon;;;0.87;100 argon;0.061;100 argon;1.12;100 argon;1.22;100 argon;16.5;100 argon;;;;;;;rest;100 argon;
382;Black Hole Sun VIII;AGN;23200;0.79;100 argon;;;0.64;100 argon;0.074;100 argon;1.91;100 argon;1.15;100 argon;15.0;100 argon;;;;;;;rest;100 argon;
383;Black Hole Sun IX;AGN;37950;0.84;100 argon;;;0.75;100 argon;0.095;100 argon;1.92;100 argon;0.96;100 argon;15.44;100 argon;;;;;;;rest;100 argon;
384;Grand Exchange I;TEL;11050;2.22;100 teladi;;;0.41;100 teladi;0.071;100 teladi;1.42;100 teladi;0.67;100 teladi;14.69;100 teladi;;;;;;;rest;100 teladi;
385;Grand Exchange II;TEL;19250;1.31;100 teladi;;;0.32;100 teladi;0.149;100 teladi;1.11;100 teladi;0.9;100 teladi;16.07;100 teladi;;;;;;;rest;100 teladi;
386;Grand Exchange III;TEL;11000;1.39;100 teladi;;;0.5;100 teladi;0.113;100 teladi;1.36;100 teladi;0.88;100 teladi;16.09;100 teladi;;;;;;;rest;100 teladi;
387;Grand Exchange IV;TEL;13350;2.05;100 teladi;;;0.79;100 teladi;0.107;100 teladi;1.64;100 teladi;0.69;100 teladi;15.63;100 teladi;;;;;;;rest;100 teladi;
388;Grand Exchange V;TEL;18150;0.76;100 teladi;;;0.66;100 teladi;0.075;100 teladi;1.91;100 teladi;1.27;100 teladi;18.28;100 teladi;;;;;;;rest;100 teladi;
389;Grand Exchange VI;TEL;18700;2.33;100 teladi;;;0.26;100 teladi;0.09;100 teladi;1.51;100 teladi;0.61;100 teladi;16.16;100 teladi;;;;;;;rest;100 teladi;
390;Grand Exchange VII;TEL;17000;0.81;100 teladi;;;0.35;100 teladi;0.105;100 teladi;1.4;100 teladi;0.91;100 teladi;18.07;100 teladi;;;;;;;rest;100 teladi;
391;Grand Exchange VIII;TEL;15150;1.78;100 teladi;;;0.42;100 teladi;0.127;100 teladi;1.16;100 teladi;0.77;100 teladi;16.28;100 teladi;;;;;;;rest;100 teladi;
392;Grand Exchange IX;TEL;17650;1.13;100 teladi;;;0.73;100 teladi;0.084;100 teladi;1.34;100 teladi;0.89;100 teladi;16.67;100 teladi;;;;;;;rest;100 teladi;
393;Grand Exchange X;TEL;19600;0.99;100 teladi;;;0.48;100 teladi;0.092;100 teladi;1.33;100 teladi;1.19;100 teladi;18.64;100 teladi;;;;;;;rest;100 teladi;
394;Windfall I;VIG;12400;1.83;100 argon;;;0.12;100 argon;0.083;100 argon;4.65;100 argon;0.73;100 argon;9.69;100 argon;;;;;1.74;53 argon 25 split 22 teladi;rest;100 argon;
395;Windfall II;VIG;10900;1.59;100 argon;;;0.16;100 argon;0.099;100 argon;3.89;100 argon;0.45;100 argon;8.74;100 argon;;;;;4.91;60 argon 21 teladi 19 paranid;rest;100 argon;
396;Windfall III;VIG;9900;1.44;100 argon;;;0.12;100 argon;0.082;100 argon;4.55;100 argon;0.61;100 argon;8.95;100 argon;;;;;1.65;54 argon 22 boron 24 paranid;rest;100 argon;
397;Windfall IV;VIG;9050;1.53;100 argon;;;0.1;100 argon;0.074;100 argon;3.35;100 argon;0.7;100 argon;7.91;100 argon;;;;;3.38;65 argon 16 split 19 paranid;rest;100 argon;
398;Windfall V;VIG;7950;1.82;100 argon;;;0.16;100 argon;0.106;100 argon;3.14;100 argon;0.4;100 argon;7.89;100 argon;;;;;3.95;52 argon 30 paranid 18 teladi;rest;100 argon;
399;Avarice I;RIP;7750;0.9;100 argon;;;0.2;100 argon;0.14;100 argon;3.33;100 argon;0.45;100 argon;7.63;100 argon;;;;;3.91;48 argon 25 paranid 27 teladi;rest;100 argon;
400;Avarice II;RIP;4000;1.01;100 argon;;;0.18;100 argon;0.145;100 argon;3.31;100 argon;0.47;100 argon;7.42;100 argon;;;;;4.73;69 argon 31 boron;rest;100 argon;
401;Avarice III;RIP;2650;2.08;100 argon;;;0.17;100 argon;0.145;100 argon;4.88;100 argon;0.67;100 argon;7.09;100 argon;;;;;4.09;75 argon 25 boron;rest;100 argon;
402;Avarice IV;RIP;6700;2.1;100 argon;;;0.12;100 argon;0.085;100 argon;3.94;100 argon;0.4;100 argon;8.73;100 argon;;;;;1.8;69 argon 31 boron;rest;100 argon;
403;Avarice V;RIP;4450;1.82;100 argon;;;0.16;100 argon;0.145;100 argon;3.64;100 argon;0.7;100 argon;7.32;100 argon;;;;;2.54;72 argon 28 boron;rest;100 argon;
404;Avarice VI;RIP;6300;2.63;100 argon;;;0.16;100 argon;0.063;100 argon;3.13;100 argon;0.34;100 argon;8.56;100 argon;;;;;3.12;75 argon 25 split;rest;100 argon;
405;Avarice VII;RIP;6050;2.03;100 argon;;;0.18;100 argon;0.076;100 argon;3.48;100 argon;0.59;100 argon;7.88;100 argon;;;;;2.8;77 argon 23 boron;rest;100 argon;
406;Avarice VIII;RIP;4800;2.64;100 argon;;;0.14;100 argon;0.071;100 argon;4.4;100 argon;0.57;100 argon;7.79;100 argon;;;;;1.26;65 argon 35 teladi;rest;100 argon;
407;Avarice IX;RIP;8000;1.08;100 argon;;;0.11;100 argon;0.112;100 argon;4.38;100 argon;0.27;100 argon;8.8;100 argon;;;;;3.06;53 argon 22 boron 25 split;rest;100 argon;
408;Nopileos' Memorial I;;375;2.35;100 teladi;;;0.19;100 teladi;0.076;100 teladi;0.67;50 teladi 50 paranid;0.41;100 teladi;5.28;50 teladi 50 paranid;;;;;1.68;100 teladi;rest;50 teladi 50 paranid;
409;Nopileos' Memorial II;;300;2.53;100 teladi;;;0.13;100 teladi;0.079;100 teladi;0.48;55 teladi 45 paranid;0.67;100 teladi;5.03;55 teladi 45 paranid;;;;;3.33;100 teladi;rest;55 teladi 45 paranid;
410;Nopileos' Memorial III;;450;2.76;100 teladi;;;0.17;100 teladi;0.062;100 teladi;0.87;45 teladi 55 teladi;0.45;100 teladi;5.68;45 teladi 55 teladi;;;;;2.97;100 teladi;rest;45 teladi 55 teladi;
411;Nopileos' Memorial IV;;175;1.29;100 teladi;;;0.15;100 teladi;0.12;100 teladi;0.51;60 teladi 40 paranid;0.28;100 teladi;3.16;60 teladi 40 paranid;;;;;3.14;100 teladi;rest;60 teladi 40 paranid;
412;Nopileos' Memorial V;;200;1.29;100 paranid;;;0.18;100 paranid;0.113;100 paranid;0.86;40 teladi 60 paranid;0.49;100 paranid;3.64;40 teladi 60 paranid;;;;;1.19;100 paranid;rest;40 teladi 60 paranid;
413;Hatikvah's Faith I;;400;2.81;100 argon;;;0.13;100 argon;0.096;100 argon;0.26;100 argon;0.52;100 argon;5.2;100 argon;;;;;1.69;100 argon;rest;100 argon;
414;Hatikvah's Faith II;;375;1.05;100 argon;;;0.11;100 argon;0.112;100 argon;0.95;100 argon;0.48;100 argon;5.09;100 argon;;;;;1.88;100 argon;rest;100 argon;
415;Hatikvah's Faith III;;225;3;100 argon;;;0.14;100 argon;0.137;100 argon;0.64;100 argon;0.46;100 argon;4.24;100 argon;;;;;2.79;100 argon;rest;100 argon;
416;Hatikvah's Faith IV;;525;2.72;100 argon;;;0.15;100 argon;0.146;100 argon;0.9;100 argon;0.72;100 argon;6.48;100 argon;;;;;3.43;100 argon;rest;100 argon;
417;Hatikvah's Faith V;;325;0.83;100 argon;;;0.18;100 argon;0.072;100 argon;0.97;100 argon;0.59;100 argon;5.35;100 argon;;;;;1.14;100 argon;rest;100 argon;
418;Hatikvah's Faith VI;;225;1.1;100 argon;;;0.14;100 argon;0.135;100 argon;0.34;100 argon;0.47;100 argon;3.78;100 argon;;;;;2.57;100 argon;rest;100 argon;
419;Hatikvah's Faith VII;;400;2.32;100 argon;;;0.17;100 argon;0.112;100 argon;0.27;100 argon;0.47;100 argon;5.93;100 argon;;;;;2.87;100 argon;rest;100 argon;
420;The Reach I;AGN;33800;1.41;100 argon;;;0.71;100 argon;0.121;100 argon;1.27;100 argon;1.34;100 argon;17.27;100 argon;;;;;;;rest;100 argon;Lorewise full of aristocrats
421;The Reach II;AGN;21300;0.84;100 argon;;;0.82;100 argon;0.065;100 argon;1.18;100 argon;0.97;100 argon;15.14;100 argon;;;;;;;rest;100 argon;
422;The Reach III;AGN;22550;3.41;100 argon;;;0.65;100 argon;0.147;100 argon;1.71;100 argon;1.14;100 argon;14.47;100 argon;;;;;;;rest;100 argon;
423;The Reach IV;AGN;38300;1.98;100 argon;;;0.86;100 argon;0.087;100 argon;1.54;100 argon;1.33;100 argon;17.35;100 argon;;;;;;;rest;100 argon;
424;The Reach V;AGN;38800;3.26;100 argon;;;0.88;100 argon;0.06;100 argon;1.59;100 argon;0.86;100 argon;15.0;100 argon;;;;;;;rest;100 argon;
425;The Reach VI;AGN;30300;0.94;100 argon;;;0.61;100 argon;0.102;100 argon;1.94;100 argon;0.9;100 argon;15.26;100 argon;;;;;;;rest;100 argon;
426;The Reach VII;AGN;31150;1.91;100 argon;;;0.86;100 argon;0.083;100 argon;1.31;100 argon;0.84;100 argon;14.82;100 argon;;;;;;;rest;100 argon;
427;Argon Prime I;AGN;82800;1.53;100 argon;;;0.83;100 argon;0.123;100 argon;1.64;100 argon;1.27;100 argon;18.33;100 argon;;;;;;;rest;100 argon;
428;Argon Prime II;AGN;71450;0.53;100 argon;;;0.81;100 argon;0.113;100 argon;1.25;100 argon;1.36;100 argon;17.38;100 argon;;;;;;;rest;100 argon;
429;Argon Prime III;AGN;79500;0.8;100 argon;;;0.63;100 argon;0.132;100 argon;1.6;100 argon;1.26;100 argon;19.06;100 argon;;;;;;;rest;100 argon;
430;Argon Prime IV;AGN;76300;1.52;100 argon;;;0.82;100 argon;0.137;100 argon;1.99;100 argon;1.23;100 argon;19.25;100 argon;;;;;;;rest;100 argon;
431;Argon Prime V;AGN;79000;1.87;100 argon;;;0.83;100 argon;0.129;100 argon;1.08;100 argon;0.82;100 argon;19.94;100 argon;;;;;;;rest;100 argon;
432;Argon Prime VI;AGN;86100;1.95;100 argon;;;0.79;100 argon;0.087;100 argon;1.62;100 argon;1.05;100 argon;17.96;100 argon;;;;;;;rest;100 argon;
433;Argon Prime VII;AGN;74950;0.67;100 argon;;;0.89;100 argon;0.101;100 argon;1.96;100 argon;1.12;100 argon;19.5;100 argon;;;;;;;rest;100 argon;
434;Argon Prime VIII;AGN;62250;1.26;100 argon;;;0.88;100 argon;0.1;100 argon;1.83;100 argon;1.04;100 argon;16.79;100 argon;;;;;;;rest;100 argon;
435;Argon Prime IX;AGN;87500;1.64;100 argon;;;0.79;100 argon;0.12;100 argon;1.23;100 argon;0.98;100 argon;18.87;100 argon;;;;;;;rest;100 argon;
436;Morning Star I;AGN;23050;1.25;100 argon;;;0.88;100 argon;0.111;100 argon;1.71;100 argon;1.06;100 argon;15.21;100 argon;;;;;;;rest;100 argon;
437;Morning Star II;AGN;28850;1.53;100 argon;;;0.64;100 argon;0.109;100 argon;1.36;100 argon;0.96;100 argon;15.71;100 argon;;;;;;;rest;100 argon;
438;Morning Star III;AGN;35550;0.78;100 argon;;;0.69;100 argon;0.084;100 argon;1.51;100 argon;0.85;100 argon;16.89;100 argon;;;;;;;rest;100 argon;
439;Morning Star IV;AGN;22150;0.61;100 argon;;;0.76;100 argon;0.099;100 argon;1.02;100 argon;1.2;100 argon;16.06;100 argon;;;;;;;rest;100 argon;
440;Morning Star V;AGN;22000;0.66;100 argon;;;0.76;100 argon;0.089;100 argon;1.67;100 argon;0.82;100 argon;15.44;100 argon;;;;;;;rest;100 argon;
441;Morning Star VI;AGN;30150;0.56;100 argon;;;0.89;100 argon;0.129;100 argon;1.54;100 argon;1.1;100 argon;16.34;100 argon;;;;;;;rest;100 argon;
442;Morning Star VII;AGN;38950;1.33;100 argon;;;0.79;100 argon;0.146;100 argon;1.26;100 argon;1.08;100 argon;15.39;100 argon;;;;;;;rest;100 argon;
443;Morning Star VIII;AGN;34600;1.27;100 argon;;;0.79;100 argon;0.118;100 argon;1.21;100 argon;1.37;100 argon;16.52;100 argon;;;;;;;rest;100 argon;
444;Morning Star IX;AGN;29300;1.35;100 argon;;;0.79;100 argon;0.086;100 argon;1.08;100 argon;1.29;100 argon;17.43;100 argon;;;;;;;rest;100 argon;
445;Hatikvah's Choice I;HFL;14300;0.72;100 argon;;;0.88;100 argon;0.076;100 argon;1.83;100 argon;1.12;100 argon;13.54;100 argon;;;;;;;rest;100 argon;
446;Hatikvah's Choice II;HFL;13700;0.78;100 argon;;;0.72;100 argon;0.148;100 argon;1.4;100 argon;0.8;100 argon;14.9;100 argon;;;;;;;rest;100 argon;
447;Hatikvah's Choice III;HFL;8350;0.81;100 argon;;;0.82;100 argon;0.145;100 argon;1.25;100 argon;1.3;100 argon;12.77;100 argon;;;;;;;rest;100 argon;
448;Hatikvah's Choice IV;HFL;15550;1.76;100 argon;;;0.78;100 argon;0.134;100 argon;1.97;100 argon;1.31;100 argon;14.57;100 argon;;;;;;;rest;100 argon;
449;Hatikvah's Choice V;HFL;13800;1.99;100 argon;;;0.72;100 argon;0.139;100 argon;1.16;100 argon;1.25;100 argon;13.73;100 argon;;;;;;;rest;100 argon;
450;Hatikvah's Choice VI;HFL;10750;1.89;100 argon;;;0.7;100 argon;0.105;100 argon;1.38;100 argon;1.49;100 argon;14.06;100 argon;;;;;;;rest;100 argon;
451;Hatikvah's Choice VII;AGN;23850;0.64;100 argon;;;0.65;100 argon;0.124;100 argon;1.05;100 argon;1.14;100 argon;14.19;100 argon;;;;;;;rest;100 argon;
452;Hatikvah's Choice VIII;HFL;16100;0.59;100 argon;;;0.6;100 argon;0.1;100 argon;1.19;100 argon;1.08;100 argon;15.06;100 argon;;;;;;;rest;100 argon;
453;Tharka's Cascade I;XEN;5950;0.48;100 xenon;;;0.77;100 xenon;0.012;100 xenon;1.68;100 xenon;1.27;100 xenon;11.22;100 xenon;;;;;2.63;75 split 25 argon;rest;100 xenon;
454;Tharka's Cascade II;XEN;8600;0.28;100 xenon;;;0.76;100 xenon;0.032;100 xenon;1.31;100 xenon;1.05;100 xenon;11.88;100 xenon;;;;;1.3;48 split 27 teladi 25 paranid;rest;100 xenon;
455;Tharka's Cascade III;XEN;9700;0.41;100 xenon;;;0.72;100 xenon;0.049;100 xenon;2.33;100 xenon;1.31;100 xenon;11.98;100 xenon;;;;;1.56;42 split 28 paranid 30 teladi;rest;100 xenon;
456;Tharka's Cascade IV;XEN;7100;0.23;100 xenon;;;0.8;100 xenon;0.025;100 xenon;1.32;100 xenon;1.07;100 xenon;12.87;100 xenon;;;;;4.09;54 teladi 29 boron 17 argon;rest;100 xenon;
457;Tharka's Cascade V;XEN;9050;0.29;100 xenon;;;0.77;100 xenon;0.037;100 xenon;2.2;100 xenon;1.33;100 xenon;12.67;100 xenon;;;;;4.79;54 argon 21 boron 25 teladi;rest;100 xenon;
458;Tharka's Cascade VI;XEN;11500;0.31;100 xenon;;;0.89;100 xenon;0.015;100 xenon;1.73;100 xenon;1.31;100 xenon;13.36;100 xenon;;;;;3.7;52 boron 24 paranid 24 teladi;rest;100 xenon;
459;Tharka's Cascade VII;XEN;11400;0.27;100 xenon;;;0.86;100 xenon;0.037;100 xenon;2.09;100 xenon;1.34;100 xenon;14.54;100 xenon;;;;;4.11;58 argon 15 boron 27 paranid;rest;100 xenon;
460;Tharka's Cascade VIII;XEN;13150;0.34;100 xenon;;;0.83;100 xenon;0.025;100 xenon;2.23;100 xenon;1.09;100 xenon;14.04;100 xenon;;;;;1.58;52 teladi 21 split 27 argon;rest;100 xenon;
461;Scale Plate Green I;XEN;6300;0.11;100 xenon;;;0.87;100 xenon;0.049;100 xenon;2.34;100 xenon;1.36;100 xenon;13.23;100 xenon;;;;;1.22;57 split 43 paranid;rest;100 xenon;
462;Scale Plate Green II;XEN;7700;0.38;100 xenon;;;0.75;100 xenon;0.031;100 xenon;2.35;100 xenon;1.47;100 xenon;13.52;100 xenon;;;;;4.06;57 boron 26 paranid 17 argon;rest;100 xenon;
463;Scale Plate Green III;XEN;12350;0.44;100 xenon;;;0.72;100 xenon;0.038;100 xenon;2.05;100 xenon;1.49;100 xenon;13.35;100 xenon;;;;;3.33;64 split 21 teladi 15 boron;rest;100 xenon;
464;Scale Plate Green IV;XEN;11600;0.17;100 xenon;;;0.82;100 xenon;0.023;100 xenon;1.18;100 xenon;1.38;100 xenon;14.77;100 xenon;;;;;3.53;63 paranid 18 teladi 19 boron;rest;100 xenon;
465;Scale Plate Green V;XEN;14000;0.28;100 xenon;;;0.75;100 xenon;0.024;100 xenon;1.42;100 xenon;1.08;100 xenon;14.41;100 xenon;;;;;1.05;58 split 20 boron 22 argon;rest;100 xenon;
466;Scale Plate Green VI;XEN;9550;0.4;100 xenon;;;0.9;100 xenon;0.042;100 xenon;1.66;100 xenon;1.39;100 xenon;14.3;100 xenon;;;;;3.77;63 split 16 argon 21 paranid;rest;100 xenon;
467;Scale Plate Green VII;XEN;7250;0.26;100 xenon;;;0.78;100 xenon;0.03;100 xenon;2.44;100 xenon;1.09;100 xenon;13.04;100 xenon;;;;;3.69;57 paranid 21 boron 22 argon;rest;100 xenon;
468;Turqoise Sea I;;575;0.99;100 teladi;;;0.19;100 teladi;0.112;100 teladi;0.72;100 teladi;0.74;100 teladi;5.98;100 teladi;;;;;4.07;100 teladi;rest;100 teladi;
469;Turqoise Sea II;;375;0.91;100 teladi;;;0.12;100 teladi;0.138;100 teladi;0.91;100 teladi;0.27;100 teladi;5.02;100 teladi;;;;;2.85;100 teladi;rest;100 teladi;
470;Turqoise Sea III;;600;1.78;100 teladi;;;0.11;100 teladi;0.061;100 teladi;0.3;100 teladi;0.26;100 teladi;6.03;100 teladi;;;;;4.04;100 teladi;rest;100 teladi;
471;Turqoise Sea IV;;425;0.54;100 teladi;;;0.16;100 teladi;0.086;100 teladi;0.99;100 teladi;0.45;100 teladi;6.04;100 teladi;;;;;2.99;100 teladi;rest;100 teladi;
472;Turqoise Sea V;;300;2.73;100 teladi;;;0.17;100 teladi;0.139;100 teladi;0.94;100 teladi;0.29;100 teladi;4.76;100 teladi;;;;;4.09;100 teladi;rest;100 teladi;
473;Company Regard I;TEL;16800;2.5;100 teladi;;;0.35;100 teladi;0.116;100 teladi;1.89;100 teladi;1.27;100 teladi;16.14;100 teladi;;;;;;;rest;100 teladi;
474;Company Regard II;TEL;15900;2.26;100 teladi;;;0.76;100 teladi;0.13;100 teladi;1.37;100 teladi;1.25;100 teladi;17.45;100 teladi;;;;;;;rest;100 teladi;
475;Company Regard III;TEL;16250;2.65;100 teladi;;;0.78;100 teladi;0.113;100 teladi;1.33;100 teladi;0.78;100 teladi;18.16;100 teladi;;;;;;;rest;100 teladi;
476;Company Regard IV;TEL;13800;2.07;100 teladi;;;0.61;100 teladi;0.123;100 teladi;1.55;100 teladi;1.21;100 teladi;17.03;100 teladi;;;;;;;rest;100 teladi;
477;Company Regard V;TEL;12450;1.51;100 teladi;;;0.79;100 teladi;0.058;100 teladi;1.76;100 teladi;0.84;100 teladi;16.83;100 teladi;;;;;;;rest;100 teladi;
478;Company Regard VI;TEL;11350;2;100 teladi;;;0.79;100 teladi;0.061;100 teladi;1.0;100 teladi;1.17;100 teladi;16.17;100 teladi;;;;;;;rest;100 teladi;
479;Company Regard VII;TEL;12900;1.76;100 teladi;;;0.29;100 teladi;0.126;100 teladi;1.54;100 teladi;0.69;100 teladi;15.48;100 teladi;;;;;;;rest;100 teladi;
480;Company Regard VIII;TEL;12500;2.96;100 teladi;;;0.64;100 teladi;0.123;100 teladi;1.88;100 teladi;1.26;100 teladi;16.42;100 teladi;;;;;;;rest;100 teladi;
481;Hewa's Twin I;TEL;13800;2.51;100 teladi;;;0.65;100 teladi;0.081;100 teladi;1.95;100 teladi;0.91;100 teladi;17.51;100 teladi;;;;;;;rest;100 teladi;
482;Hewa's Twin II;TEL;13800;1.15;100 teladi;;;0.64;100 teladi;0.095;100 teladi;1.48;100 teladi;0.77;100 teladi;16.55;100 teladi;;;;;;;rest;100 teladi;
483;Hewa's Twin III;TEL;10200;2.78;100 teladi;;;0.4;100 teladi;0.137;100 teladi;1.02;100 teladi;0.91;100 teladi;15.74;100 teladi;;;;;;;rest;100 teladi;
484;Hewa's Twin IV;;400;2.36;100 teladi;;;0.15;100 teladi;0.14;100 teladi;0.85;100 teladi;0.25;100 teladi;5.6;100 teladi;;;;;4.99;100 teladi;rest;100 teladi;
485;Hewa's Twin V;;575;2.44;100 teladi;;;0.16;100 teladi;0.075;100 teladi;0.66;100 teladi;0.27;100 teladi;6.69;100 teladi;;;;;3.14;100 teladi;rest;100 teladi;
486;Hewa's Twin VI;SPP;3400;2.54;100 teladi;;;0.18;100 teladi;0.149;100 teladi;4.21;100 teladi;0.49;100 teladi;7.02;100 teladi;;;;;1.29;77 teladi 23 split;rest;100 teladi;
487;Hewa's Twin VII;SPP;1750;1.51;100 teladi;;;0.11;100 teladi;0.149;100 teladi;3.54;100 teladi;0.55;100 teladi;5.87;100 teladi;;;;;2.1;66 teladi 34 boron;rest;100 teladi;
488;Trinity Sanctum I;GOD;38600;3.69;100 paranid;;;0.71;100 paranid;0.085;100 paranid;1.73;100 paranid;1.4;100 paranid;16.18;100 paranid;;;;;3.13;41 paranid 16 argon 24 split 19 boron;rest;100 paranid;
489;Trinity Sanctum II;GOD;39250;3.64;100 paranid;;;0.69;100 paranid;0.102;100 paranid;1.62;100 paranid;1.26;100 paranid;17.95;100 paranid;;;;;3.72;41 paranid 19 teladi 18 argon 22 boron;rest;100 paranid;
490;Trinity Sanctum III;ALI;35250;3.08;100 paranid;;;0.84;100 paranid;0.067;100 paranid;1.03;100 paranid;1.77;100 paranid;15.17;100 paranid;;;;;1.76;40 paranid 15 boron 21 split 24 teladi;rest;100 paranid;
491;Trinity Sanctum IV;ALI;44550;3.3;100 paranid;;;0.63;100 paranid;0.093;100 paranid;1.72;100 paranid;1.75;100 paranid;15.72;100 paranid;;;;;3.9;47 paranid 14 boron 15 teladi 24 argon;rest;100 paranid;
492;Trinity Sanctum V;GOD;43750;3.3;100 paranid;;;0.62;100 paranid;0.07;100 paranid;1.97;100 paranid;1.11;100 paranid;17.34;100 paranid;;;;;4.53;44 paranid 18 argon 18 teladi 20 split;rest;100 paranid;
493;Trinity Sanctum VI;GOD;47500;2.22;100 paranid;;;0.63;100 paranid;0.078;100 paranid;1.38;100 paranid;1.37;100 paranid;17.62;100 paranid;;;;;1.38;48 paranid 17 boron 13 teladi 22 argon;rest;100 paranid;
494;Trinity Sanctum VII;GOD;42100;3.17;100 paranid;;;0.63;100 paranid;0.114;100 paranid;1.52;100 paranid;1.31;100 paranid;18.18;100 paranid;;;;;2.27;48 paranid 18 argon 18 boron 16 split;rest;100 paranid;
495;Trinity Sanctum VIII;GOD;50000;1.21;100 paranid;;;0.73;100 paranid;0.133;100 paranid;1.28;100 paranid;1.18;100 paranid;18.47;100 paranid;;;;;4.15;42 paranid 28 teladi 16 split 14 boron;rest;100 paranid;
496;Memory of Profit I;TEL;19300;1.35;100 teladi;;;0.72;100 teladi;0.092;100 teladi;1.07;100 teladi;1.13;100 teladi;17.25;100 teladi;;;;;;;rest;100 teladi;
497;Memory of Profit II;TEL;15200;1.67;100 teladi;;;0.41;100 teladi;0.148;100 teladi;1.95;100 teladi;1.08;100 teladi;15.05;100 teladi;;;;;;;rest;100 teladi;
498;Memory of Profit III;TEL;12050;0.53;100 teladi;;;0.26;100 teladi;0.059;100 teladi;1.73;100 teladi;1.05;100 teladi;16.99;100 teladi;;;;;;;rest;100 teladi;
499;Memory of Profit IV;TEL;18450;1.39;100 teladi;;;0.6;100 teladi;0.118;100 teladi;1.18;100 teladi;0.92;100 teladi;15.55;100 teladi;;;;;;;rest;100 teladi;
500;Memory of Profit V;TEL;10900;2.1;100 teladi;;;0.4;100 teladi;0.15;100 teladi;1.98;100 teladi;1.21;100 teladi;15.8;100 teladi;;;;;;;rest;100 teladi;
501;Memory of Profit VI;TEL;17500;2.06;100 teladi;;;0.54;100 teladi;0.062;100 teladi;1.64;100 teladi;1.25;100 teladi;17.8;100 teladi;;;;;;;rest;100 teladi;
502;Memory of Profit VII;TEL;19150;1.08;100 teladi;;;0.65;100 teladi;0.072;100 teladi;1.75;100 teladi;1.13;100 teladi;16.02;100 teladi;;;;;;;rest;100 teladi;
503;Memory of Profit VIII;TEL;16450;2.86;100 teladi;;;0.47;100 teladi;0.095;100 teladi;1.38;100 teladi;0.73;100 teladi;15.91;100 teladi;;;;;;;rest;100 teladi;
504;Mitsunos Remembrance I;QTA;2650;0.37;100 quettanaut;;;0.85;100 quettanaut;0.02;100 quettanaut;1.57;100 quettanaut;1.79;100 quettanaut;10.58;100 quettanaut;;;;;;;rest;100 quettanaut;
505;Mitsunos Remembrance II;QTA;2650;0.24;100 quettanaut;;;0.82;100 quettanaut;0.045;100 quettanaut;1.33;100 quettanaut;1.83;100 quettanaut;9.21;100 quettanaut;;;;;;;rest;100 quettanaut;
506;Mitsunos Remembrance III;QTA;2600;0.36;100 quettanaut;;;0.87;100 quettanaut;0.031;100 quettanaut;1.6;100 quettanaut;1.89;100 quettanaut;10.21;100 quettanaut;;;;;;;rest;100 quettanaut;
507;Mitsunos Remembrance IV;QTA;1400;0.33;100 quettanaut;;;0.85;100 quettanaut;0.01;100 quettanaut;2.15;100 quettanaut;1.8;100 quettanaut;8.32;100 quettanaut;;;;;;;rest;100 quettanaut;
508;Mitsunos Remembrance V;QTA;2950;0.31;100 quettanaut;;;0.88;100 quettanaut;0.023;100 quettanaut;1.21;100 quettanaut;1.8;100 quettanaut;10.22;100 quettanaut;;;;;;;rest;100 quettanaut;
509;Eighteen Billion I;MIN;16550;1.47;100 teladi;;;0.65;100 teladi;0.091;100 teladi;1.08;100 teladi;0.65;100 teladi;18.07;100 teladi;;;;;;;rest;100 teladi;
510;Eighteen Billion II;TEL;11000;3;100 teladi;;;0.37;100 teladi;0.113;100 teladi;1.26;100 teladi;0.65;100 teladi;16.76;100 teladi;;;;;;;rest;100 teladi;
511;Eighteen Billion III;TEL;13100;2.11;100 teladi;;;0.5;100 teladi;0.071;100 teladi;1.31;100 teladi;0.79;100 teladi;14.56;100 teladi;;;;;;;rest;100 teladi;
512;Eighteen Billion IV;TEL;11100;2.25;100 teladi;;;0.66;100 teladi;0.128;100 teladi;1.91;100 teladi;1.07;100 teladi;14.28;100 teladi;;;;;;;rest;100 teladi;
513;Eighteen Billion V;MIN;13400;2.4;100 teladi;;;0.67;100 teladi;0.092;100 teladi;1.96;100 teladi;0.75;100 teladi;16.71;100 teladi;;;;;;;rest;100 teladi;
514;Eighteen Billion VI;MIN;17200;2.95;100 teladi;;;0.64;100 teladi;0.109;100 teladi;1.81;100 teladi;1.13;100 teladi;17.47;100 teladi;;;;;;;rest;100 teladi;
515;Eighteen Billion VII;MIN;12650;0.56;100 teladi;;;0.71;100 teladi;0.094;100 teladi;1.28;100 teladi;1.05;100 teladi;15.51;100 teladi;;;;;;;rest;100 teladi;
516;Eighteen Billion VIII;MIN;11800;2.04;100 teladi;;;0.69;100 teladi;0.143;100 teladi;1.05;100 teladi;0.8;100 teladi;15.05;100 teladi;;;;;;;rest;100 teladi;
